Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Maize,2005,Rabi       ,Karnataka,81621,282618,1316.2,9787990.32,17140.41,3.341304348
Maize,2005,Summer     ,Karnataka,11990,37005,1316.2,1437840.8,2517.9,3.096666667
Maize,2005,Kharif     ,Meghalaya,16898,24424,3374.4,2026408.16,3548.58,1.481428571
Maize,2005,Kharif     ,Tamil Nadu,202830,0,1364.1,24323373.6,42594.3,0
Maize,2005,Kharif     ,West Bengal,71753,207252,1650.1,8604619.76,15068.13,2.601764706
Maize,2006,Kharif     ,Meghalaya,17039,25334,2454.7,2176050.69,3748.58,1.541428571
Maize,2006,Kharif     ,Andhra Pradesh,535709,1284991,845.2,68415396.39,117855.98,2.942727273
Maize,2006,Rabi       ,Andhra Pradesh,190172,1177003,845.2,24286866.12,41837.84,6.363181818
Maize,2006,Kharif     ,Assam,18657,13557,1774.9,2382685.47,4104.54,0.6252
Maize,2006,Kharif     ,Karnataka,865850,2354023,1146.3,110577703.5,190487,2.7448
Maize,2006,Rabi       ,Karnataka,78902,237039,1146.3,10076574.42,17358.44,2.7208
Maize,2006,Summer     ,Karnataka,15780,50467,1146.3,2015263.8,3471.6,3.203333333
Maize,2006,Whole Year ,Tamil Nadu,197782,759112,927.9,25258739.22,43512.04,4.483076923
Maize,2006,Kharif     ,West Bengal,85446,253505,1631.4,10912308.66,18798.12,2.723125
Maize,2007,Kharif     ,Assam,18362,13317,2154.1,2449490.8,2937.92,0.60962963
Maize,2007,Kharif     ,Karnataka,1015117,2950506,1323.3,135416607.8,162418.72,3.112962963
Maize,2007,Rabi       ,Karnataka,77654,260972,1323.3,10359043.6,12424.64,3.109230769
Maize,2007,Summer     ,Karnataka,20026,64553,1323.3,2671468.4,3204.16,3.179259259
Maize,2007,Whole Year ,Tamil Nadu,223428,810057,1067.2,29805295.2,35748.48,4.077307692
Maize,2007,Kharif     ,West Bengal,34570,72463,2007.5,4611638,5531.2,1.775454545
Maize,2007,Rabi       ,West Bengal,17363,81620,2007.5,2316224.2,2778.08,3.295
Maize,2007,Summer     ,West Bengal,25240,90290,2007.5,3367016,4038.4,2.845294118
Maize,2008,Kharif     ,Andhra Pradesh,497803,1566921,944.6,71205741.12,44802.27,3.601818182
Maize,2008,Rabi       ,Andhra Pradesh,354157,2584881,944.6,50658617.28,31874.13,6.952727273
Maize,2008,Kharif     ,Assam,17382,12619,2109.9,2486321.28,1564.38,0.595555556
Maize,2008,Kharif     ,Karnataka,932901,2549564,1164.1,133442159,83961.09,2.895555556
Maize,2008,Rabi       ,Karnataka,107533,319095,1164.1,15381520.32,9677.97,2.845
Maize,2008,Summer     ,Karnataka,27868,87643,1164.1,3986238.72,2508.12,3.073928571
Maize,2008,Kharif     ,Meghalaya,17117,25716,3114.3,2448415.68,1540.53,1.545714286
Maize,2008,Whole Year ,Tamil Nadu,286639,1257882,1201.9,41000842.56,25797.51,5.226296296
Maize,2008,Autumn     ,West Bengal,36843,97825,1560.1,5270022.72,3315.87,2.369090909
Maize,2008,Rabi       ,West Bengal,17955,91856,1560.1,2568283.2,1615.95,3.217272727
Maize,2008,Summer     ,West Bengal,35976,153753,1560.1,5146007.04,3237.84,2.743529412
Maize,2009,Kharif     ,Andhra Pradesh,501624,996315,711,78163051.68,85276.08,3.095
Maize,2009,Rabi       ,Andhra Pradesh,281008,1764883,711,43786666.56,47771.36,6.097272727
Maize,2009,Kharif     ,Assam,19481,13981,1727.1,3035529.42,3311.77,0.617407407
Maize,2009,Kharif     ,Karnataka,1108434,2585194,1321,172716185.9,188433.78,2.418148148
Maize,2009,Rabi       ,Karnataka,103702,262272,1321,16158845.64,17629.34,2.43962963
Maize,2009,Summer     ,Karnataka,28341,77530,1321,4416094.62,4817.97,2.839642857
Maize,2009,Kharif     ,Meghalaya,17209,26167,2995.9,2681506.38,2925.53,1.574285714
Maize,2009,Whole Year ,Tamil Nadu,244159,1138126,928.5,38044855.38,41507.03,4.798888889
Maize,2010,Kharif     ,Assam,19772,14110,2578.5,3284326.92,4745.28,0.61
Maize,2010,Kharif     ,Andhra Pradesh,439530,1639069,1297,73010328.3,105487.2,3.821818182
Maize,2010,Rabi       ,Andhra Pradesh,303916,2313946,1297,50483486.76,72939.84,7.073636364
Maize,2010,Kharif     ,Karnataka,1139899,3908386,1317.7,189348622.9,273575.76,3.354285714
Maize,2010,Rabi       ,Karnataka,115803,321962,1317.7,19236036.33,27792.72,2.8475
Maize,2010,Summer     ,Karnataka,30734,104275,1317.7,5105224.74,7376.16,3.294137931
Maize,2010,Kharif     ,Meghalaya,17276,26500,3119.7,2869716.36,4146.24,1.561428571
Maize,2011,Kharif     ,Assam,21297,17075,1743.4,3567673.44,7028.01,0.693333333
Maize,2011,Kharif     ,Andhra Pradesh,530919,1492303,861.9,88939550.88,175203.27,3.427727273
Maize,2011,Rabi       ,Andhra Pradesh,332805,2163376,861.9,55751493.6,109825.65,6.432272727
Maize,2011,Kharif     ,Karnataka,1206528,3433881,1178.986364,202117570.6,398154.24,2.855357143
Maize,2011,Rabi       ,Karnataka,111362,347253,1178.986364,18655362.24,36749.46,3.0375
Maize,2011,Summer     ,Karnataka,31494,106783,1178.986364,5275874.88,10393.02,3.159655172
Maize,2011,Kharif     ,Meghalaya,17303,26939,4083.104545,2898598.56,5709.99,1.58
Maize,2011,Kharif     ,Tamil Nadu,176287,1001667,926.5,29531598.24,58174.71,5.832307692
Maize,2011,Rabi       ,Tamil Nadu,104342,693800,926.5,17479371.84,34432.86,6.611481481
Maize,2012,Kharif     ,Andhra Pradesh,565000,2341000,968.7,85202000,175150,4.040952381
Maize,2012,Rabi       ,Andhra Pradesh,407000,2513000,968.7,61375600,126170,6.119545455
Maize,2012,Kharif     ,Assam,23695,21258,2167.5,3573206,7345.45,0.771481481
Maize,2012,Kharif     ,Karnataka,1161644,2978477,956.2,175175915.2,360109.64,2.741071429
Maize,2012,Rabi       ,Karnataka,127577,386114,956.2,19238611.6,39548.87,3.155185185
Maize,2012,Summer     ,Karnataka,32413,111382,956.2,4887880.4,10048.03,3.439666667
Maize,2012,Whole Year ,Kerala,180,15,2187.6,27144,55.8,0.535
Maize,2012,Whole Year ,Meghalaya,18015,38732,2945.3,2716662,5584.65,2.2
Maize,2013,Kharif     ,Andhra Pradesh,109846,407657,1062.3,15871648.54,29658.42,3.460769231
Maize,2013,Rabi       ,Andhra Pradesh,242269,1805828,1062.3,35005447.81,65412.63,7.458461538
Maize,2013,Kharif     ,Assam,24068,76998,1797.7,3477585.32,6498.36,3.53037037
Maize,2013,Kharif     ,Karnataka,1246109,3950152,1235.6,180050289.4,336449.43,3.165
Maize,2013,Rabi       ,Karnataka,103879,318029,1235.6,15009476.71,28047.33,2.988888889
Maize,2013,Summer     ,Karnataka,27180,88183,1235.6,3927238.2,7338.6,3.111724138
Maize,2013,Whole Year ,Kerala,51,71,3255.4,7368.99,13.77,1.445
Maize,2013,Whole Year ,Meghalaya,18025,39655,2448.4,2604432.25,4866.75,2.16
Maize,2013,Kharif     ,Tamil Nadu,223113,1458297,740.9,32237597.37,60240.51,6.161111111
Maize,2013,Rabi       ,Tamil Nadu,157316,786919,740.9,22730588.84,42475.32,5.431724138
Maize,2014,Kharif     ,Andhra Pradesh,99863,328758,687.6,15075318.48,32954.79,3.446923077
Maize,2014,Rabi       ,Andhra Pradesh,203463,1609315,687.6,30714774.48,67142.79,7.481538462
Maize,2014,Kharif     ,Assam,27953,93179,1899,4219784.88,9224.49,2.96962963
Maize,2014,Kharif     ,Karnataka,1210336,3788289,1238.5,182712322.6,399410.88,3.134642857
Maize,2014,Rabi       ,Karnataka,102820,347250,1238.5,15521707.2,33930.6,3.191785714
Maize,2014,Summer     ,Karnataka,23928,78040,1238.5,3612170.88,7896.24,3.19
Maize,2014,Whole Year ,Kerala,67,69,3046.4,10114.32,22.11,1.166666667
Maize,2014,Whole Year ,Meghalaya,18037,40764,3484.4,2722865.52,5952.21,2.214545455
Maize,2014,Kharif     ,Tamil Nadu,191481,1663616,911.3,28905971.76,63188.73,8.406538462
Maize,2014,Rabi       ,Tamil Nadu,130471,984135,911.3,19695902.16,43055.43,7.637586207
Maize,2015,Kharif     ,Andhra Pradesh,75017,276205,940.7,11845934.47,24755.61,3.876923077
Maize,2015,Rabi       ,Andhra Pradesh,157628,1135482,940.7,24891037.48,52017.24,5.915384615
Maize,2015,Kharif     ,Assam,28420,87175,2155.3,4487802.2,9378.6,2.514074074
Maize,2015,Kharif     ,Meghalaya,18056,41242,3870.8,2851222.96,5958.48,2.24
Maize,2015,Kharif     ,Karnataka,1091587,2982667,1024.9,172372503.2,360223.71,2.7225
Maize,2015,Rabi       ,Karnataka,103950,258320,1024.9,16414744.5,34303.5,2.544285714
Maize,2015,Summer     ,Karnataka,24754,69486,1024.9,3908904.14,8168.82,2.877407407
Maize,2015,Whole Year ,Kerala,59,74,2602.9,9316.69,19.47,1.73
Maize,2015,Kharif     ,Tamil Nadu,201750,1483163,1201.9,31858342.5,66577.5,7.782
Maize,2015,Rabi       ,Tamil Nadu,153314,1049167,1201.9,24209813.74,50593.62,6.849655172
Maize,2016,Kharif     ,Andhra Pradesh,85501,354764,890,13103028.25,29925.35,3.907692308
Maize,2016,Rabi       ,Andhra Pradesh,164778,1298137,890,25252228.5,57672.3,6.493846154
Maize,2016,Kharif     ,Assam,31333,91219,2296.8,4801782.25,10966.55,2.545925926
Maize,2016,Kharif     ,Meghalaya,18128,41543,3837.1,2778116,6344.8,2.245454545
Maize,2016,Kharif     ,Karnataka,1262641,2988982,1147.2,193499733.3,441924.35,2.6025
Maize,2016,Rabi       ,Karnataka,87280,262415,1147.2,13375660,30548,2.6956
Maize,2016,Summer     ,Karnataka,20282,62889,1147.2,3108216.5,7098.7,3.482222222
Maize,2016,Whole Year ,Kerala,65,68,2924.3,9961.25,22.75,1.775
Maize,2016,Kharif     ,Tamil Nadu,169144,770221,912.4,25921318,59200.4,4.682222222
Maize,2016,Rabi       ,Tamil Nadu,145886,183156,912.4,22357029.5,51060.1,1.654827586
Maize,2017,Kharif     ,Andhra Pradesh,107276,501801,868.2,16889533.44,40764.88,4.422307692
Maize,2017,Rabi       ,Andhra Pradesh,229264,1824103,868.2,36095324.16,87120.32,7.576153846
Maize,2017,Kharif     ,Assam,31537,98783,2098.563636,4965185.28,11984.06,2.989259259
Maize,2017,Kharif     ,Meghalaya,18152,41624,4472.3,2857850.88,6897.76,2.246363636
Maize,2017,Kharif     ,Karnataka,1183334,5150460,1111.7,186304105,449666.92,4.282857143
Maize,2017,Rabi       ,Karnataka,100156,371937,1111.7,15768560.64,38059.28,3.7392
Maize,2017,Summer     ,Karnataka,23518,88268,1111.7,3702673.92,8936.84,3.739230769
Maize,2017,Whole Year ,Kerala,70.66,160,2664.8,11124.7104,26.8508,1.1775
Maize,2017,Kharif     ,Tamil Nadu,166195,1532106,970.9,26165740.8,63154.1,8.962
Maize,2017,Rabi       ,Tamil Nadu,158323,1059526,970.9,24926373.12,60162.74,6.956785714
Maize,2018,Kharif     ,Andhra Pradesh,104370,431440,1220.5,16928814,36529.5,3.716923077
Maize,2018,Rabi       ,Andhra Pradesh,161853,1131719,1220.5,26252556.6,56648.55,5.788461538
Maize,2018,Kharif     ,Assam,32264,105003,2372.9,5233220.8,11292.4,2.868518519
Maize,2018,Kharif     ,Meghalaya,18163,41667,5649.1,2946038.6,6357.05,2.246363636
Maize,2018,Kharif     ,Karnataka,1296051,3407725,1419.1,210219472.2,453617.85,2.882413793
Maize,2018,Rabi       ,Karnataka,93618,317479,1419.1,15184839.6,32766.3,3.1972
Maize,2018,Summer     ,Karnataka,19621,67607,1419.1,3182526.2,6867.35,3.2775
Maize,2018,Whole Year ,Kerala,104.326,145,2989.7,16921.6772,36.5141,4.508
Maize,2018,Kharif     ,Tamil Nadu,168944,1283603,986.2,27402716.8,59130.4,7.625384615
Maize,2018,Rabi       ,Tamil Nadu,221658,1550834,986.2,35952927.6,77580.3,6.984
Maize,2019,Kharif     ,Andhra Pradesh,95591,450932,899.2,16418710.16,35368.67,4.653076923
Maize,2019,Rabi       ,Andhra Pradesh,205100,1670288,899.2,35227976,75887,6.698461538
Maize,2019,Kharif     ,Assam,36636,128036,2084.7,6292599.36,13555.32,3.155555556
Maize,2019,Kharif     ,Meghalaya,18174,41760,3844.4,3121566.24,6724.38,2.254545455
Maize,2019,Kharif     ,Karnataka,1355321,4228095,1422.3,232789935,501468.77,3.572068966
Maize,2019,Rabi       ,Karnataka,114070,394898,1422.3,19592663.2,42205.9,3.466785714
Maize,2019,Summer     ,Karnataka,31000,122718,1422.3,5324560,11470,3.905357143
Maize,2019,Whole Year ,Kerala,113,140,3119.2,19408.88,41.81,1.82
Maize,2019,Kharif     ,Tamil Nadu,168587,1506526,910.1,28956503.12,62377.19,8.614827586
Maize,2019,Rabi       ,Tamil Nadu,164978,1108221,910.1,28336621.28,61041.86,6.841666667
Maize,1997,Autumn     ,Odisha,51349,63331,1496.6,4886884.33,15918.19,0.812
Maize,1997,Summer     ,Odisha,1164,978,1496.6,110777.88,360.84,0.945714286
Maize,1997,Winter     ,Odisha,144,136,1496.6,13704.48,44.64,0.9925
Maize,1997,Kharif     ,Andhra Pradesh,305100,791500,927.5,29036367,94581,2.201818182
Maize,1997,Rabi       ,Andhra Pradesh,90800,291800,927.5,8641436,28148,3.21
Maize,1997,Kharif     ,Bihar,375000,456375,1303.7,35688750,116250,1.260185185
Maize,1997,Rabi       ,Bihar,181914,546011,1303.7,17312755.38,56393.34,2.803555556
Maize,1997,Summer     ,Bihar,143522,307134,1303.7,13658988.74,44491.82,2.025192308
Maize,1997,Whole Year ,Gujarat,399800,659000,798.9,38048966,123938,1.690666667
Maize,1997,Kharif     ,Madhya Pradesh,808300,1085400,1189.1,76925911,250573,1.143023256
Maize,1997,Autumn     ,Maharashtra,21,19695,1156.1,1998.57,6.51,989.87
Maize,1997,Kharif     ,Maharashtra,187600,219700,1156.1,17853892,58156,1.082083333
Maize,1997,Rabi       ,Maharashtra,45800,65400,1156.1,4358786,14198,1.476875
Maize,1997,Summer     ,Maharashtra,7500,12500,1156.1,713775,2325,1.407777778
Maize,1997,Kharif     ,Mizoram,8140,16256,2644.2,774683.8,2523.4,2.0875
Maize,1997,Rabi       ,Mizoram,120,243,2644.2,11420.4,37.2,2.15
Maize,1997,Kharif     ,Punjab,165000,345000,690.1,15703050,51150,2.102727273
Maize,1997,Kharif     ,Uttar Pradesh,1017592,1598438,473.9,96844230.64,315453.52,1.498125
Maize,1997,Summer     ,Uttar Pradesh,10385,16398,473.9,988340.45,3219.35,1.577936508
Maize,1998,Kharif     ,Andhra Pradesh,314900,1019800,1048.3,31112120,91321,2.479545455
Maize,1998,Rabi       ,Andhra Pradesh,83700,363700,1048.3,8269560,24273,4.245
Maize,1998,Kharif     ,Bihar,369521,395957,1332.5,36508674.8,107161.09,1.276363636
Maize,1998,Rabi       ,Bihar,190119,541979,1332.5,18783757.2,55134.51,2.834545455
Maize,1998,Summer     ,Bihar,151459,364449,1332.5,14964149.2,43923.11,2.175306122
Maize,1998,Kharif     ,Gujarat,408300,696000,775.6,40340040,118407,1.649411765
Maize,1998,Kharif     ,Haryana,20117,39000,687.6,1987559.6,5833.93,0.938235294
Maize,1998,Kharif     ,Himachal Pradesh,300976,662272,1381.6,29736428.8,87283.04,2.23
Maize,1998,Kharif     ,Madhya Pradesh,797600,1171600,962.7,78802880,231304,1.294035088
Maize,1998,Kharif     ,Maharashtra,200400,400400,1314.8,19799520,58116,1.952608696
Maize,1998,Rabi       ,Maharashtra,58800,87600,1314.8,5809440,17052,1.399444444
Maize,1998,Summer     ,Maharashtra,10900,17500,1314.8,1076920,3161,1.426666667
Maize,1998,Kharif     ,Punjab,154000,352000,588.6,15215200,44660,2.42
Maize,1998,Kharif     ,Tamil Nadu,70179,111983,1077.1,6933685.2,20351.91,1.606666667
Maize,1998,Kharif     ,Tripura,2320,1730,2472.9,229216,672.8,0.7475
Maize,1998,Kharif     ,Uttar Pradesh,995794,1012898,743.4,98384447.2,288780.26,0.933780488
Maize,1998,Summer     ,Uttar Pradesh,10551,10699,743.4,1042438.8,3059.79,1.01047619
Maize,1999,Kharif     ,Bihar,385865,595085,1402.7,40951852.45,104183.55,1.615272727
Maize,1999,Rabi       ,Bihar,199600,600608,1402.7,21183548,53892,2.928333333
Maize,1999,Summer     ,Bihar,152658,365675,1402.7,16201593.54,41217.66,2.511666667
Maize,1999,Kharif     ,Gujarat,391000,504000,458.9,41496830,105570,1.324117647
Maize,1999,Kharif     ,Haryana,20078,48000,344,2130878.14,5421.06,0.812631579
Maize,1999,Kharif     ,Himachal Pradesh,299906,681424,1144.9,31829023.78,80974.62,2.324166667
Maize,1999,Kharif     ,Karnataka,525383,1417739,1203.8,55758897.79,141853.41,2.7368
Maize,1999,Rabi       ,Karnataka,67807,161775,1203.8,7196356.91,18307.89,2.327619048
Maize,1999,Summer     ,Karnataka,13197,23878,1203.8,1400597.61,3563.19,1.786666667
Maize,1999,Kharif     ,Madhya Pradesh,846456,1360669,1222.9,89834375.28,228543.12,1.543220339
Maize,1999,Kharif     ,Maharashtra,193869,305573,1166.5,20575316.97,52344.63,1.3428
Maize,1999,Rabi       ,Maharashtra,58800,90700,1166.5,6240444,15876,1.491111111
Maize,1999,Summer     ,Maharashtra,11200,18200,1166.5,1188656,3024,1.428888889
Maize,1999,Kharif     ,Nagaland,32050,42350,1782.2,3401466.5,8653.5,1.312857143
Maize,1999,Kharif     ,Odisha,165330,206370,1484.3,17546472.9,44639.1,1.160333333
Maize,1999,Rabi       ,Odisha,8270,10280,1484.3,877695.1,2232.9,1.395357143
Maize,1999,Kharif     ,Punjab,162000,417000,364.4,17193060,43740,2.711666667
Maize,1999,Kharif     ,Tamil Nadu,115803,183765,922.8,12290172.39,31266.81,1.688
Maize,1999,Kharif     ,Uttar Pradesh,955522,1380635,883.4,101409549.9,257990.94,1.303170732
Maize,1999,Rabi       ,Uttar Pradesh,11659,16894,883.4,1237369.67,3147.93,1.455079365
Maize,2000,Kharif     ,Bihar,272957,477141,1207,26796188.69,70968.82,1.728918919
Maize,2000,Rabi       ,Bihar,191502,549109,1207,18799751.34,49790.52,2.568571429
Maize,2000,Summer     ,Bihar,156046,461059,1207,15319035.82,40571.96,2.77
Maize,2000,Kharif     ,Chhattisgarh,93364,125668,896.4,9165543.88,24274.64,1.168125
Maize,2000,Kharif     ,Gujarat,382900,288500,379.7,37589293,99554,0.8175
Maize,2000,Kharif     ,Haryana,15429,34000,383.7,1514664.93,4011.54,0.740555556
Maize,2000,Kharif     ,Himachal Pradesh,298052,683642,1068.4,29259764.84,77493.52,2.3325
Maize,2000,Kharif     ,Madhya Pradesh,829299,1209947,723.3,81412282.83,215617.74,1.558636364
Maize,2000,Kharif     ,Maharashtra,258500,216000,1057.8,25376945,67210,0.856538462
Maize,2000,Rabi       ,Maharashtra,70200,87600,1057.8,6891534,18252,1.161666667
Maize,2000,Kharif     ,Mizoram,6410,16112,2834.3,629269.7,1666.6,2.1825
Maize,2000,Rabi       ,Mizoram,233,324,2834.3,22873.61,60.58,1.516666667
Maize,2000,Kharif     ,Nagaland,35000,52500,1631.8,3435950,9100,1.5125
Maize,2000,Kharif     ,Odisha,54371,68866,1066,5337601.07,14136.46,0.8808
Maize,2000,Kharif     ,Punjab,165000,461000,405.3,16198050,42900,2.904615385
Maize,2000,Kharif     ,Tamil Nadu,119802,193854,971.1,11760962.34,31148.52,1.629090909
Maize,2000,Kharif     ,Uttar Pradesh,907927,1473111,874.4,89131193.59,236061.02,1.534782609
Maize,2000,Rabi       ,Uttar Pradesh,12914,20943,874.4,1267767.38,3357.64,1.606610169
Maize,2000,Kharif     ,Uttarakhand,33467,48302,1413.4,3285455.39,8701.42,1.337692308
Maize,2000,Rabi       ,Uttarakhand,63,99,1413.4,6184.71,16.38,1.535
Maize,2001,Autumn     ,Bihar,244793,396864,1247,25000709.09,63646.18,1.768108108
Maize,2001,Rabi       ,Bihar,187399,622294,1247,19139059.87,48723.74,2.911818182
Maize,2001,Summer     ,Bihar,149864,388209,1247,15305610.32,38964.64,2.469189189
Maize,2001,Kharif     ,Chhattisgarh,93820,69708,1550,9581836.6,24393.2,0.75375
Maize,2001,Kharif     ,Gujarat,443500,884600,666.5,45294655,115310,2.108666667
Maize,2001,Kharif     ,Haryana,17944,47000,483.8,1832620.72,4665.44,1.051764706
Maize,2001,Kharif     ,Himachal Pradesh,301282,668228,918.1,30769930.66,78333.32,2.463333333
Maize,2001,Kharif     ,Madhya Pradesh,843065,1672641,955,86102228.45,219196.9,1.943555556
Maize,2001,Kharif     ,Maharashtra,254500,459110,1035.8,25992085,66170,1.910769231
Maize,2001,Rabi       ,Maharashtra,63100,116100,1035.8,6444403,16406,1.887142857
Maize,2001,Summer     ,Maharashtra,8500,11700,1035.8,868105,2210,1.293529412
Maize,2001,Kharif     ,Mizoram,5493,13758,2406.4,561000.09,1428.18,2.076666667
Maize,2001,Rabi       ,Mizoram,1884,2887,2406.4,192412.92,489.84,1.6025
Maize,2001,Kharif     ,Nagaland,45000,90000,1532,4595850,11700,2.025
Maize,2001,Kharif     ,Odisha,51428,46658,1672.5,5252341.64,13371.28,0.714615385
Maize,2001,Kharif     ,Punjab,165000,449000,479.3,16851450,42900,2.7625
Maize,2001,Kharif     ,Uttar Pradesh,913718,1488204,849.9,93318019.34,237566.68,1.500869565
Maize,2001,Rabi       ,Uttar Pradesh,17419,28376,849.9,1779002.47,4528.94,1.63516129
Maize,2001,Kharif     ,Uttarakhand,32938,40682,1541.3,3363957.94,8563.88,1.185384615
Maize,2001,Rabi       ,Uttarakhand,125,183,1541.3,12766.25,32.5,1.1
Maize,2002,Autumn     ,Bihar,255035,428182,1105.8,24144163.45,63758.75,1.757567568
Maize,2002,Rabi       ,Bihar,187707,520263,1105.8,17770221.69,46926.75,2.553513514
Maize,2002,Summer     ,Bihar,160863,432637,1105.8,15228900.21,40215.75,2.609459459
Maize,2002,Kharif     ,Chhattisgarh,93955,122611,1001.4,8894719.85,23488.75,1.279375
Maize,2002,Kharif     ,Gujarat,464500,792600,458.4,43974215,116125,1.671875
Maize,2002,Kharif     ,Haryana,15886,29000,353.9,1503927.62,3971.5,0.478333333
Maize,2002,Kharif     ,Himachal Pradesh,299801,483333,890.8,28382160.67,74950.25,1.6075
Maize,2002,Kharif     ,Karnataka,578711,1165155,860.8,54786570.37,144677.75,2.174
Maize,2002,Rabi       ,Karnataka,59503,149203,860.8,5633149.01,14875.75,2.483181818
Maize,2002,Summer     ,Karnataka,11330,28584,860.8,1072611.1,2832.5,2.472173913
Maize,2002,Kharif     ,Madhya Pradesh,848970,1486546,800.8,80371989.9,212242.5,1.662
Maize,2002,Kharif     ,Maharashtra,301200,629700,967.4,28514604,75300,1.725185185
Maize,2002,Rabi       ,Maharashtra,61700,100100,967.4,5841139,15425,1.382727273
Maize,2002,Summer     ,Maharashtra,8300,13500,967.4,785761,2075,1.386315789
Maize,2002,Kharif     ,Meghalaya,16922,25879,4355.3,1602005.74,4230.5,1.527142857
Maize,2002,Kharif     ,Mizoram,6889,13820,2627,652181.63,1722.25,1.89
Maize,2002,Rabi       ,Mizoram,600,1059,2627,56802,150,1.695
Maize,2002,Kharif     ,Nagaland,40000,80000,1536.6,3786800,10000,2.02875
Maize,2002,Kharif     ,Odisha,43100,42400,1102.8,4080277,10775,0.9248
Maize,2002,Kharif     ,Punjab,152000,310000,301.8,14389840,38000,2.083333333
Maize,2002,Kharif     ,Uttarakhand,28506,32127,1610.3,2698663.02,7126.5,1.043076923
Maize,2002,Rabi       ,Uttarakhand,82,127,1610.3,7762.94,20.5,1.455
Maize,2002,Autumn     ,Jharkhand,62780.33,74310,1041.2,5943413.841,15695.0825,1.203571429
Maize,2003,Kharif     ,Bihar,259030,438013,1353.9,25638789.4,62167.2,1.68
Maize,2003,Rabi       ,Bihar,196338,594736,1353.9,19433535.24,47121.12,2.925945946
Maize,2003,Summer     ,Bihar,161062,440821,1353.9,15941916.76,38654.88,2.775
Maize,2003,Kharif     ,Chhattisgarh,98575,135048,1643.7,9756953.5,23658,1.20625
Maize,2003,Kharif     ,Delhi,93,184,962.3,9205.14,22.32,1.98
Maize,2003,Kharif     ,Gujarat,484400,831900,902.5,47945912,116256,1.825
Maize,2003,Kharif     ,Haryana,16570,41000,592.3,1640098.6,3976.8,0.960588235
Maize,2003,Autumn     ,Jharkhand,89591.91,136371,1258.3,8867807.252,21502.0584,1.39
Maize,2003,Kharif     ,Madhya Pradesh,898618,1858342,1163,88945209.64,215668.32,1.916041667
Maize,2003,Kharif     ,Maharashtra,311800,671000,1037.4,30861964,74832,1.724444444
Maize,2003,Rabi       ,Maharashtra,57900,81100,1037.4,5730942,13896,1.689130435
Maize,2003,Kharif     ,Manipur,2340,7530,687.7,231613.2,561.6,2.76
Maize,2003,Kharif     ,Mizoram,9765,19005,2499.5,966539.7,2343.6,1.981666667
Maize,2003,Rabi       ,Mizoram,716,1277,2499.5,70869.68,171.84,1.802
Maize,2003,Kharif     ,Nagaland,45000,78000,1709.8,4454100,10800,1.69125
Maize,2003,Rabi       ,Nagaland,140,260,1709.8,13857.2,33.6,1.71
Maize,2003,Kharif     ,Odisha,55549,78744,1648.2,5498240.02,13331.76,0.887307692
Maize,2003,Rabi       ,Odisha,13760,18180,1648.2,1361964.8,3302.4,1.32
Maize,2003,Kharif     ,Punjab,154000,459000,451.7,15242920,36960,3.086923077
Maize,2003,Kharif     ,Uttar Pradesh,817385,1117621,1075.6,80904767.3,196172.4,1.296
Maize,2003,Rabi       ,Uttar Pradesh,4172,5704,1075.6,412944.56,1001.28,1.348888889
Maize,2003,Summer     ,Uttar Pradesh,20641,28216,1075.6,2043046.18,4953.84,1.362166667
Maize,2003,Kharif     ,Uttarakhand,31209,47446,1734.3,3089066.82,7490.16,1.456153846
Maize,2003,Summer     ,Uttarakhand,137,224,1734.3,13560.26,32.88,1.623333333
Maize,2004,Kharif     ,Andhra Pradesh,505358,1238622,781.8,54750485.72,106125.18,2.819545455
Maize,2004,Rabi       ,Andhra Pradesh,151474,824920,781.8,16410693.16,31809.54,5.235714286
Maize,2004,Kharif     ,Bihar,270973,443819,1147.8,29357214.82,56904.33,1.597837838
Maize,2004,Rabi       ,Bihar,192685,596181,1147.8,20875492.9,40463.85,3.198
Maize,2004,Summer     ,Bihar,153596,489273,1147.8,16640590.64,32255.16,2.952368421
Maize,2004,Kharif     ,Chhattisgarh,97851,139927,1122.8,10601177.34,20548.71,1.343125
Maize,2004,Kharif     ,Delhi,82,125,651.9,8883.88,17.22,1.52
Maize,2004,Kharif     ,Gujarat,459500,412500,719.8,49782230,96495,1.0375
Maize,2004,Kharif     ,Haryana,15768,39000,484.6,1708305.12,3311.28,0.746875
Maize,2004,Kharif     ,Madhya Pradesh,873546,1222964,895.7,94639973.64,183444.66,1.34125
Maize,2004,Kharif     ,Maharashtra,353200,606900,1052,38265688,74172,1.387777778
Maize,2004,Rabi       ,Maharashtra,65000,130500,1052,7042100,13650,1.723478261
Maize,2004,Summer     ,Maharashtra,13400,20400,1052,1451756,2814,1.462777778
Maize,2004,Kharif     ,Nagaland,45400,81700,1711.5,4918636,9534,1.80125
Maize,2004,Rabi       ,Nagaland,1000,1800,1711.5,108340,210,1.905
Maize,2004,Kharif     ,Punjab,154000,422000,366.4,16684360,32340,2.883636364
Maize,2004,Kharif     ,Tripura,2790,2967,2706.3,302268.6,585.9,1.0525
Maize,2004,Kharif     ,Uttarakhand,29501,44967,1219.6,3196138.34,6195.21,1.438461538
Maize,2004,Summer     ,Uttarakhand,74,147,1219.6,8017.16,15.54,1.96
